Project,CVE,File,Function,Patch commit,Ex-patch commit,Dataset Type,Bug start,Bug end,Patch start,Patch end
FFmpeg,CVE-2020-22032,libavfilter/vf_edgedetect.c,gaussian_blur,https://github.com/FFmpeg/FFmpeg/commit/156af49b09af3828cd4fed4ab6ca58f1b78949da,https://github.com/FFmpeg/FFmpeg/commit/e103a2cb9cd970f2c24525336057bccb2f3fcca3
FFmpeg,CVE-2022-22046,libavcodec/ac3enc.c,"ff_ac3_encode_close, ff_ac3_encode_init",https://github.com/FFmpeg/FFmpeg/commit/141c507e0584a8611209e885224842894bfd33f2,https://github.com/FFmpeg/FFmpeg/commit/93a8f6d34e4bec182bfa7d0960955e210ba55ae7
FFmpeg,CVE-2019-9718,libavcodec/htmlsubtitles.c,ff_htmlmarkup_to_ass,https://github.com/FFmpeg/FFmpeg/commit/381fa4a29d38e4ddef2a83876fb8f76e96f45a5d,https://github.com/FFmpeg/FFmpeg/commit/c50ba3cb6cec30daa09bb579295ac619498de9ac
FFmpeg,CVE-2019-17542,libavcodec/vqavideo.c,vqa_decode_init,https://github.com/FFmpeg/FFmpeg/commit/731b4f7414b7ee5e2b90b55d6721c2df0dc4f160,https://github.com/FFmpeg/FFmpeg/commit/e7c8bc5ae0195135b8750d549ed49cd9032335d5
FFmpeg,CVE-2020-22044,libavformat/nutenc.c,nut_write_trailer,https://github.com/FFmpeg/FFmpeg/commit/3a04214c60949185c263ec76692c3b34d6232235,https://github.com/FFmpeg/FFmpeg/commit/c6fdee52746eb1aa2a74fc4adb368bf4a376ddf2
FFmpeg,CVE-2019-13312,libavcodec/zmbvenc.c,encode_init,https://github.com/FFmpeg/FFmpeg/commit/eae4b6142223d6f214b97c00bc498884f3b98065,https://github.com/FFmpeg/FFmpeg/commit/ca04589371f9240be31be6323dfec095492ea22e
FFmpeg,CVE-2019-12730,libavformat/aadec.c,aa_read_header,https://github.com/FFmpeg/FFmpeg/commit/9b4004c054964a49c7ba44583f4cee22486dd8f2,https://github.com/FFmpeg/FFmpeg/commit/d39467262d2f34803eccf6b48560b65b37efeee4
FFmpeg,CVE-2018-15822,libavformat/flvenc.c,flv_write_packet,https://github.com/FFmpeg/FFmpeg/commit/6b67d7f05918f7a1ee8fc6ff21355d7e8736aa10,https://github.com/FFmpeg/FFmpeg/commit/476fd6ba3a7d74ed8be9af10cb9f4d4b3fdaf3e1
FFmpeg,CVE-2018-13300,libavformat/movenc.c,handle_eac3,https://github.com/FFmpeg/FFmpeg/commit/76105382244e79d072e7b993c7caf584151b0694,https://github.com/FFmpeg/FFmpeg/commit/0003ace83b18f68c981c8ad401bee75315edf9f5
FFmpeg,CVE-2018-13302,libavformat/movenc.c,handle_eac3,https://github.com/FFmpeg/FFmpeg/commit/20c5fb972101fa25dedaf35a9c0ce2bf02fa6b52,https://github.com/FFmpeg/FFmpeg/commit/841e1399e6d0db35fb4d1f75c87a6f467323d64d
FFmpeg,CVE-2018-13303,libavcodec/ac3_parser.c,avpriv_ac3_parse_header,https://github.com/FFmpeg/FFmpeg/commit/0003ace83b18f68c981c8ad401bee75315edf9f5,https://github.com/FFmpeg/FFmpeg/commit/20c5fb972101fa25dedaf35a9c0ce2bf02fa6b52
FFmpeg,CVE-2018-14395,libavformat/movenc.c,mov_write_audio_tag,https://github.com/FFmpeg/FFmpeg/commit/fd53179f4a71e0acd807bdfff112a55e204fa4ba,https://github.com/FFmpeg/FFmpeg/commit/5db47b3983ef23c1676ddcd7a88c22b5f38b0230
FFmpeg,CVE-2018-1999011,libavformat/asfdec_o.c,parse_video_info,https://github.com/FFmpeg/FFmpeg/commit/a21703ca5d42e91b3a218e755020e90ef3af2eae,https://github.com/FFmpeg/FFmpeg/commit/a28ab09e2a2ac3fcc61e77ff5d702d9157eb37bc
FFmpeg,CVE-2018-1999014,libavformat/mxfdec.c,mxf_parse_structural_metadata,https://github.com/FFmpeg/FFmpeg/commit/a28ab09e2a2ac3fcc61e77ff5d702d9157eb37bc,https://github.com/FFmpeg/FFmpeg/commit/4439d6aa6956453f6f5479020ee71baebbec4287
FFmpeg,CVE-2018-12459,libavcodec/mpeg4videodec.c,ff_mpeg4_decode_picture_header,https://github.com/FFmpeg/FFmpeg/commit/897524954be2eba39af71fbb9210236b337270a6,https://github.com/FFmpeg/FFmpeg/commit/f0e4bc61e31d9d766920837422fdca95e82f771b
